Name,Category,Phone,Email,Website,Address,general_info,Source,
Ident-A-Kid,"Business Documents & Records-Storage & Management, Public & Commercial Warehouses",(209) 545-6826,,http://www.ident-a-kid.com/,,,yellowpage,
1 Plus Warehouse,Public & Commercial Warehouses,(209) 785-7603,,,,,yellowpage,
Pacific Coast Warehouse,Public & Commercial Warehouses,(619) 423-2032,cma@pcwc.com,,,,yellowpage,
Valley Relocation & Storage,"Movers & Full Service Storage, Movers, Moving Services-Labor & Materials",(916) 383-3288,,https://valleyrelocation.com/,,,yellowpage,
Premier Warehouse Equipment,Public & Commercial Warehouses,(530) 842-7371,,http://www.pwequipment.com/,,,yellowpage,
South Main Mini Storage,"Self Storage, Automobile Storage, Movers & Full Service Storage",(530) 244-7803,,https://www.redbluffministorage.com/,,Sizes From 5x8 to 12x40,yellowpage,
Westside Mini Storage,"Self Storage, Business Documents & Records-Storage & Management, Movers",(626) 839-2022,danishults@gmail.com,http://www.westsideministorage.com/,,"Westside Mini Storage has been serving Tehama County for over 30 years. We are locally owned and have been awarded Tehama County's Best Storage Facility since 2005 by the community. Our sizes range from 5x6 to 10x30. Westside Mini Storage provides live on site management for peace of mind security. Enjoy the convenience of secure locks, facility security, and friendly staff for your storage needs. Come see why we are voted Best Storage Facility in town!",yellowpage,
Pioneer Stor-All,"Self Storage, Movers, Moving Services-Labor & Materials",(310) 768-2700,,,,"Pioneer Stor-All in Pioneer, CA offers gated storage units for your convenience. With 24-hour access, clean and secure facilities, and a resident manager on site, we provide the perfect solution for all your storage needs. Choose from small, medium, or large units at low monthly rates. Visit us today for the best storage options in town.",yellowpage,
Perris Lake Rv-Boat-Trailer Storage Center,"Recreational Vehicles & Campers-Storage, Automobile Storage, Boat Storage",(562) 906-5153,,http://perrislakervboattrailer.placeweb.site/,,,yellowpage,
Teak Warehouse Inc,Public & Commercial Warehouses,(510) 748-1851,,http://www.teakwarehouse.com/,,,yellowpage,
Arco's Boat & RV Storage,"Boat Storage, Boat Yards, Public & Commercial Warehouses",(323) 727-9955,,http://www.uhaul.com/,,,yellowpage,
Window Warehouse,Public & Commercial Warehouses,(562) 693-4387,,,,,yellowpage,
Sea West Enterprises Inc,"General Contractors, Building Contractors, Building Contractors-Commercial & Industrial",(831) 678-3814,,http://www.seawestinc.com/,,,yellowpage,
StarLite Storage,"Self Storage, Public & Commercial Warehouses",(650) 581-2800,fs939@aol.com,,,,yellowpage,
Stuart's Ministorage & R V Parking,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(209) 599-3043,,,,,yellowpage,
East Paso Mini Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(310) 254-0300,eastpasomini@att.net,http://www.eastpasoministorage.com/,,,yellowpage,
Indie-Dolly Systems Inc,Public & Commercial Warehouses,(559) 278-2139,,,,,yellowpage,
5 Star Mini Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(858) 748-7445,paradise5starstorage@gmail.com,https://5starministorage.com/contact-us,,,yellowpage,
Jv Warehouse,Public & Commercial Warehouses,(805) 569-5336,,,,,yellowpage,
Trabuco Self Storage,"Business Documents & Records-Storage & Management, Movers & Full Service Storage, Public & Commercial Warehouses",(831) 722-3411,admin@pouchselfstorage.com,http://www.pouchselfstorage.com/p/self_storage/unit_1943/lake-forest-ca-92630/trabuco-self-storage-1943,,"Serving Lake Forest Since 1985 offering Monitored & Alarmed Doors, Packing & Moving Supplies, Reservations & Payments On Line, Unit Sizes to Accommodate every Budget, Knowledgeable & Professional Staff, Secure Document Shredding On Site and Drive-Up Access.THE POUCH SELF STORAGE SPECIALISTS. Pouch Self Storage & RV Centers has been operating mini storage facilities since 1979. The principal of Pouch Self Storage is a pioneer in self storage and mini storage since 1969 and is the original innovator of the ""We Move You Free"" program. Pouch Self Storage provides clean, modern and secure space for Personal or Business items at facilities designed specifically for your self storage needs. Pouch provides the most advanced security with state-of-the-art computer monitoring. Only the Self Storage Specialists at Pouch offer a 100% SATISFACTION GUARANTEE and strive to make every move ""As Easy As it Should Be"".Trabuco Self Storage FeaturesIncludes: Access 7 Days a Week 24 Hour Security Monitoring Friendly & Professional Staff RV, Trailer & Boat Storage Outside Parking - Auto & RV Deliveries Accepted Drive Up Access Free Truck and Driver Ground Level Units Individually Alarmed Units Laser Beam Driveway Security Major Credit Cards Accepted Military, Student & Senior Discounts Month to Month Rentals No Deposits Online Bill Payment We Sell Boxes, Locks & Moving Supplies Tenant Insurance Required",yellowpage,
P D F Warehouse,Public & Commercial Warehouses,(916) 395-1100,,,,,yellowpage,
The Farmer's Warehouse,Public & Commercial Warehouses,(818) 734-9043,,http://thewarehouse.co.nz/,,,yellowpage,
Madison Warehouse Sale,Public & Commercial Warehouses,(530) 589-9977,,,,,yellowpage,
EDD Warehousing,Public & Commercial Warehouses,(916) 933-6407,,,,,yellowpage,
W Wireless Warehouse,"Cellular Telephone Service, Public & Commercial Warehouses",(510) 553-1093,wwirelesswarehouse@gmail.com,,,,yellowpage,
Port-A-Stor,"Self Storage, Movers, Movers & Full Service Storage",(530) 891-5335,,http://www.porta-stor.com/,,"Portable Storage for all your storage needs. Locally owned and operated since 1975 We serve all industries: Construction, Warehouse, Office, Landscaper, Residential, Storage Rental for the Contractor and Homeowner, clean, secure, economical, 5 sizes to choose from, durable steel containers, movable pipe racks, enclosed locking system, protects your valuables from the elements. Steel containers help protect your items from sun damage. Ask about our roll off containers and our overseas containers. Call us for a fast response. www.porta-stor.com Free Delivery and Free Removal when you rent for 2 months. Call us for details. 
 Customers Served 
 Residential, Commercial, Industrial",yellowpage,
A B C Mini Storage,"Storage Household & Commercial, Public & Commercial Warehouses",(760) 843-6402,,,,,yellowpage,
Mission Village Private Storage,"Self Storage, Movers & Full Service Storage, Public & Commercial Warehouses",(909) 595-4044,,https://www.castorage.com/storage/california/storage-units-riverside/8131-Lindbergh-Dr-227,,"Mission Village Private Storage is your one-stop shop for all of your storage needs. Whether you need storage for work or school, for a move or a renovation, or you simply need to make room in your home, we've got you covered! Our exceptional service, clean facilities, flexible payment options, awesome move-in deals, and free moving truck make us ideal for any storage situation. Take back your space with Mission Village Private Storage!",yellowpage,
Discount RV & Boat Storage,Public & Commercial Warehouses,(510) 208-6200,oroville@istorage.com,,,,yellowpage,
Warehouse-Upgra Sylmar,Public & Commercial Warehouses,(310) 390-3023,,,,,yellowpage,
American Mini Storage,"Moving-Self Service, Business Documents & Records-Storage & Management, Public & Commercial Warehouses",(310) 637-1133,AMStorage2@verizon.net,http://www.american-self-storage.com/temecula,,"We are a family-owned and operated business with 9 self storage locations in the Western US; including California, Arizona, Utah and Oregon. The office is open Monday-Saturday 9am-6pm, Sunday 10am-5pm. The Gate Hours are Monday - Sunday 7am-7pm.",yellowpage,
Pacific Sports Warehouse,Public & Commercial Warehouses,(562) 803-4691,,,,,yellowpage,
Olive St. Mini Storage,Public & Commercial Warehouses,(925) 370-2538,,,,,yellowpage,
California Cross Dock Inc,"Containers, Inventory Service, Logistics",(714) 632-1635,,http://www.californiacrossdock.com/,,Two locations to service your needs in California and Toronto Canada.,yellowpage,
Best Shed Ever,Public & Commercial Warehouses,(562) 803-4513,,,,,yellowpage,
Hensun Express Inc,"Local Trucking Service, Public & Commercial Warehouses, Trucking",(714) 997-8696,,,,,yellowpage,
Rancho Bernardo Self Storage,"Self Storage, Business Documents & Records-Storage & Management, Public & Commercial Warehouses",(909) 376-2462,,http://ranchobernardoselfstorage.com/,,"At Rancho Bernardo Self Storage, we take special pride in actively participating in our communities. From youth team sponsorship to attending Chamber of Commerce events, as well as local festivals and fairs, we enjoy connecting with our fellow residents and businesses. Our managers and clerks are hands-on, friendly and generally know our tenants on a first-name basis. We put customer service first. Our main objective is to surpass our customers' expectations with outstanding service, convenience and top-notch security. Rancho Bernardo Self Storage is one of 29 family-owned and operated storage facilities in the Southwestern U.S. Our parent company - A Storage Place - has been in business for over 35 years.",yellowpage,
American Mini Storage,"Storage Household & Commercial, Movers & Full Service Storage, Public & Commercial Warehouses",(951) 272-4790,,https://www.americanmini.com/self-storage/ca/capistrano-beach/american-mini-storage-capo-beach,,"American Mini Storage is located near the I-5 Freeway, providing self-storage access to residents and businesses in Capistrano Beach, Dana Point, San Juan Capistrano and San Clemente. American Mini Storage is a conveniently located, clean and safe environment for all self-storage needs at an affordable price. Specializing in personal, business, trailer, RV & boat storage, we offer a variety of indoor unit sizes, exterior access drive-up units and parking spaces. We utilize state-of-the-art surveillance to provide high-quality security at all times. Open 7 days a week, our friendly staff is available to assist in determining which unit may best suit your needs. We are proud to be celebrating our 36th Anniversary this year. Come visit us!",yellowpage,
4 Corners Self Storage,"Storage Household & Commercial, Boat Storage, Business Documents & Records-Storage & Management",(209) 826-1570,hartnellmini@gmail.com,http://4cornersstorage.net/,,Business storage we have TWO entrance gates which makes easier entry for large trucks. We believe OUR wide aisles and easy access will save YOU time and money in employee costs in renting OUR storage units. Also. We make things easy for the bookkeeping dept. TOO with quick and easy on line payments and automatic payments. We are centrally located which will save YOU time and money on GAS. Please DO ASK about OUR business specials TOO!.,yellowpage,
Aim All Storage - Riverside,"Self Storage, Boat Storage, Business Documents & Records-Storage & Management",(669) 209-4260,mike@aimallstorage.com,http://www.aimallstorage.com/riverside.html,,,yellowpage,
Citywide Self Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(213) 626-5731,,http://citywideselfstorage.com/,,,yellowpage,
A Storage Place,"Storage Household & Commercial, Movers & Full Service Storage, Moving Equipment Rental",(818) 988-9085,hemet@aspselfstorage.com,http://www.aspselfstorage.com/,,"If you're planning to clear out the garage, downsize your home, store seasonal items, or do some home renovation, we have the right Hemet storage units for you. A Storage Place - Hemet has more than 750 units, and is conveniently located on Wentworth Drive, near the busy intersection of Sanderson and Florida. As a family owned company thats part of a 35-year old business, we know what it takes to remove the hassle from moving and storage.",yellowpage,
Lock and Leave Storage,"Moving-Self Service, Document Destruction Service, Moving Boxes",(805) 346-1234,info@lockandleavestorage.com,http://www.lockandleavestorage.com/,,*Clean and spacious units of all sizes to meet your needs *Document and business storage solutions *State-of-the-Art Security *Secure location to store your Boat or RV *One stop shopping for boxes and packing supplies *Sensitive document shredding and disposal *And great customer service with knowledgeable staff to meet your needs,yellowpage,
Cajalco Temescal Storage and RV Center,"Self Storage, Movers, Moving Equipment Rental",(562) 860-0704,,https://www.ctstoragecenter.com/,,"Cajalco-Temescal Storage and RV Center is the premier storage company in Corona, California. You won’t find the variety of amenities that we offer anywhere else. If you’re looking to store an RV, then you’ve found the right place!",yellowpage,
Sun Valley Self Storage,"Self Storage, Boat Storage, Movers & Full Service Storage",(562) 623-9266,,https://www.aaaqualityselfstorage.com/10991-roscoe-blvd-sun-valley-ca-91352#/unit/listing?utm_source=CitationLocal&utm_medium=Storable&utm_content=Yext,,* Boat/RV Storage Available * Computer Controlled Access * Drive Up Access * On-Site Manager * Exterior Facility Lighting * Fenced Facility * Moving Supplies Available * Surveillance Cameras All Drive Up Units. Professionally Maintained Facility. Courteous And Helpful Staff. Access Hours Mon-Sun: 7am-6pm,yellowpage,
Storage Direct,"Recreational Vehicles & Campers-Storage, Boat Storage, Public & Commercial Warehouses",(650) 218-5710,Blythe@storagedirect.com,http://webselfstorage.com/,,"Call for Monthly Specials! Gate Access Hours: 6am-10pm 7 Days a Week. Office Hours: 9am-6pm Mon-Fri,9am-5pm Sat. 10am-3pm Sun. Open 365 Days a Year. On-Site Management. Ground Level Access. 24/7 Video Surveillance. Senior Discounts Available. Boat, RV & Auto Storage. Units From 5'x5' to 10'x30'. Boxes and Moving Supplies Available. Business & Personal Storage. Business Records Storage.",yellowpage,
Rebel Van Lines,"Movers, Automobile Transporters, Building Specialties",(310) 639-2375,info@rebelvanlines.com,http://www.rebelvanlines.com/,,"At Stevens Worldwide, we believe in letting our reputation speak for itself. With over 110 years in business and 15,000 families moved each year, Stevens has earned its place as one of the nation's best household moving companies. Designed to meet your family's unique household moving needs and budget, our highly trained experts offer a full suite of moving services that ensure the safe transport and delivery of your belongings. From cross country to out of state moves, packing to storage, the team at Stevens is dedicated to helping you and your family complete a hassle-free transition. Stevens Worldwide Van Lines was established in 1905 in Saginaw, Michigan. Founder Frederick H. Stevens, Jr. used a single horse and dray to haul baggage to and from the Michigan Central Passenger Depot. Stevens is now a full-service moving company with more than 125 agent locations throughout the United States and has a division specifically dedicated to international relocations and general cargo shipments. Stevens performs local moves, long-distance moves and international moves with storage options for all types of relocations. Stevens also has special services for records storage and records management at many of its locations. Stevens Van Lines has continued under leadership of the same family for its entire history, and still maintains its headquarters in Saginaw. Members of the fourth and fifth generations of the company's founder continue to hold executive positions in the van line. Stevens is recognized as a ProMover by the American Moving & Storage Association. The ProMover program promotes ethical principles in the moving and storage industry and works with federal and state governments to eliminate unethical moving practices. ProMover status clearly separates professional movers from rogue operators posing as legitimate movers. To qualify as a ProMover, movers must pass a rigorous review of professional business standards. Stevens has an Employee Stock Ownership Plan (ESOP), with Morrison Stevens, Sr., Chairman of the Board and Chief Executive Officer, owning 70% of the company and employees owning the remaining 30%. Because of their ownership, employees in ESOP companies tend to have more dedication to their work and are more dedicated to quality and customer satisfaction than employees who do not have an ownership interest in their employer. Stevens Mission: Stevens is the leader in the relocation industry and sets the standards for service, quality, value and customer commitment as well as investment and support of its employees and partners. Stevens Quality Policy: The Stevens Group will deliver Total Customer Satisfaction at a value that meets customer agreed-upon terms and conditions. Stevens is The Way to Move through our commitment to be the industry leader in providing quality driven consumer and corporate relocation services with quantifiable results.",yellowpage,
A Storage Place-Redlands,"Storage Household & Commercial, Public & Commercial Warehouses, Self Storage",(858) 453-0888,redlands@aspselfstorage.com,http://www.redlandsstorage.com/ny,,"A Storage Place Redlands is dedicated to exceeding your expectations as Redlands BEST self storage facility. We recognize that there are many local choices for storage facilities, which is why we guarantee the best prices, the best specials, our signature 12 month rate lock guarantee and the best service in town. We are here every day, seven days a week to meet your needs. We strive for excellent customer service and take great pride in tenant loyalty and word of mouth referral.",yellowpage,
Bay Area Self Storage Redwood City,"Self Storage, Movers & Full Service Storage, Public & Commercial Warehouses",(213) 489-2409,redwoodcity@hunterbass.com,http://www.bayareaselfstorage.com/self_storage/Redwood_City_CA/zip_94063/bay_area_self_storage/3970,,Locally Owned & Operated Serving the Bay Area We Sell Moving Supplies Superior Customer Service Ground Floor Units Available Individually Alarmed Units Computerized Gate Access Hi-Tech Video Surveillance Cameras No Security Deposit Necessary Commercial Rates Available Senior Citizen/Student Discounts Police / Fire / Military Discounts Move-In Specials* Free Use of 14 Foot Moving Truck Access Hours: 7am - 9pm Daily Except Major Holidays,yellowpage,
Diamond Mine Mini Storage,"Self Storage, Movers, Moving Services-Labor & Materials",(310) 845-1150,dmbw@diamondmine.com,http://diamondmine.com/brentwood.html,,,yellowpage,
First Street Storage,"Movers & Full Service Storage, Boat Storage, Movers",(909) 865-8787,,http://elcajonministorage.com/,,,yellowpage,
A Storage Place - Chula Vista,"Self Storage, Movers, Moving Services-Labor & Materials",(619) 595-4933,hilltop@aspselfstorage.com,http://www.chulavistaselfstorage.com/,,A Storage Place is dedicated to high quality service for all our customers. We provide safe and secure storage at excellent rates!,yellowpage,
A Friendly Storage Place,"Movers & Full Service Storage, Business Documents & Records-Storage & Management, Public & Commercial Warehouses",(408) 283-4700,afriendlystorageplace@yahoo.com,https://www.afriendlystorageplace.com/,,"A Friendly Storage Place has been offering friendly, safe, and secure storage for over 20 years. Our storage facility offers convenience, affordability, and overall peace of mind. We ensure that your property will be protected and secured. Our concrete building is built for indoor storage, keeping cool in the summer and dry in the winter. Our storage units are made of wood so that the unit will not sweat and create moisture like metal units. A Friendly Storage Place offers storage for residential and commercial customers with one of the most competitive rates in Marin County. Our storage facility is licensed, insured and bonded. We have a firm commitment to our clients that guarantees complete customer satisfaction.",yellowpage,
National City Self Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(323) 837-9773,nationalcity@aspselfstorage.com,http://www.aspselfstorage.com/,,"At National City Self Storage, our mission is to provide customers with the experience of superior customer service, secure in the knowledge that our facility is well-maintained and enhanced by friendly, qualified, professional staff. We offer storage, service, and solutions sure to exceed your expectations. Our managers and clerks are hands-on, friendly and generally know our tenants on a first-name basis. We put customer service first. Our main objective is to surpass our customers' expectations with outstanding service, convenience and top-notch security.National City Self Storage is one of 29 family-owned and operated storage facilities in the Southwestern U.S. Our parent company - A Storage Place - has been in business for over 35 years.",yellowpage,
Tracy Self Storage,"Storage Household & Commercial, Automobile Storage, Boat Storage",(707) 994-9900,minimax@storageworks.biz,,,"$29.00 Moves you in with Free Truck and Driver. Please Contact Us For More Information. Our Tracy mini storage facility strives to deliver superior quality, value and professionalism to our customers.",yellowpage,
A & B Storage,"Recreational Vehicles & Campers-Storage, Automobile Storage, Public & Commercial Warehouses",(714) 979-3100,ab_rfp@mac.com,https://www.haywardselfstorage.net/?pagespeed=noscript,,,yellowpage,
First Street Mini Storage,"Self Storage, Boxes-Corrugated & Fiber, Public & Commercial Warehouses",(562) 806-8270,sp70@storagepro.com,http://www.livermorestorage.com/,,"Are you looking for affordable, clean, safe and secure storage in Livermore? Whether you are storing items for your business, a few personal items or your entire household, we have the perfect storage space to fit your needs. From our economy 5x5 units to our premium 10x30 units, our on-site managers will provide expert guidance and excellent customer service to help you find the perfect space. For your convenience, our units are all drive-up with ground-level access. We are open 7 days a week with longer access hours allowing you more flexibility to get into your unit and manage your possessions. Security is our top priority. We will provide you with a personalized gate code to access our property safely and efficiently. Our store is well-lit, fenced and gated, and has 24-hour video surveillance. Our on-site manager provides extra security. In need of moving supplies? Unit locks, bubble wrap, packing tape, and boxes in various sizes are available on-site at affordable prices. Give us a call or come on over and take a look at our conveniently located Livermore storage units. We will be happy to help choose the right one for you. Ask about our move-in specials! Features: On-site manager Single level with short hallways Drive-up units for easy access Well-lit for safety Se habla Espaol Access 7 days a week On-line bill pay Moving supplies available on-site Fenced and gated Wide driveways Conveniently located World-class customer service Location: Conveniently located just off of Interstate 580, we are accessible from just about anywhere in the area. We serve the surrounding areas of Ulmar, Altamont, Pleasanton, Dublin and Tracy. Look for us at the corner of N. Mines Road and First Street next door to Sumo Sushi & Steak House, and across Mines Road from Lowes Home Improvement. First Street is a main traffic artery. If you are a Livermore resident, we are easy to reach. Other nearby landmarks include Kobe Japan and Bank of America.",yellowpage,
H & T Moving,"Movers, Movers & Full Service Storage, Moving Services-Labor & Materials",(909) 888-3716,hntmovingcompany@gmail.com,http://www.hntmoving.com/,,"Want to get something from Point A to Point B--quickly, affordable, and safely? Well, we do it better than any other moving company. Whether you have a few boxes or an entire house, when it comes to dependability, courteousness and the best professional service, we have the right people at the right price. H & T is a family owned business, fully insured, and offer a host of services that will take care of your moving and packing needs. You should enjoy moving into your new home, even from day one. Don't stress yourself trying to figure out how to move the contents in your home. Give us a call, let the professionals from H&T do the work for you. Moving was never easier! We are registered with the Better Business Bureau. 
  
 **We specialize in moves** 
 **Serving the entire Los Angeles County**",yellowpage,
Zavala's Hillview Mini Storage,"Self Storage, Boat Storage, Boat Yards",(619) 409-9925,zavala.properties@yahoo.com,,,,yellowpage,
Corodata,"Document Destruction Service, Business Documents & Records-Storage & Management, Public & Commercial Warehouses",(559) 642-0028,answers@corovan.com,http://corodata.com/,,"In addition to regular, on-going shredding service, which you should have in place for the protection of your customers, employees and your-self, every six month to a year you should purge all your in house records to remove any that are no longer needed. It can be just as dangerous to have too much information as not enough.",yellowpage,
All-N-One Storage,"Self Storage, Public & Commercial Warehouses, Recreational Vehicles & Campers-Storage",(626) 962-9697,storageyrd@gmail.com,http://placervillestorage.com/,,"Find out why Placerville residents are doing business with All-N-1 Self Storage on El Dorado Road for their covered or uncovered parking, container storage, and self-storage needs. Our facility offers great amenities including onsite security, online bill pay, a variety of storage units, and more --if you need storage, All-N-1 Self Storage has you covered for your storage needs. Contact us with any questions, including unit availability!",yellowpage,
Big Storage,"Recreational Vehicles & Campers-Storage, Marinas, Public & Commercial Warehouses",(510) 970-9910,,http://bigstoragelodi.com/,,"A company 499 N Guild Ave, Lodi, CA, that specializes in Recreational Vehicles & Campers-Storage, Self Storage, Storage Household & Commercial, Marinas, Recreational Vehicles & Campers, Public & Commercial Warehouses.",yellowpage,
Valley Wine Warehouse,"Public & Commercial Warehouses, Self Storage, Storage Household & Commercial",(510) 436-3580,JaneC@ValleyWineWarehouse.com,https://www.valleywinewarehouse.com/,,,yellowpage,
Super Mini Storage,"Movers & Full Service Storage, Boxes-Corrugated & Fiber, Public & Commercial Warehouses",(530) 926-0929,,http://www.southsacramentostorage.com/,,,yellowpage,
Big Oaks Mini Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(818) 985-0500,,,,"**Office Hours:** 
 Monday - Saturday 9:00 AM to 6:00 PM 
 Sunday 10:00 AM - 5:00 PM 
  
 At Big Oaks Mini Storage we give our customers top-notch service with a convenient and inexpensive way to store belongings. We offer a clean, friendly, professional environment with the combination of computer coded gate entry system and 24 hour video surveillance, all designed to maximize the protection available for your commercial or household goods. 
  
 Through our commitment, experience, and expertise, Big Oaks Mini Storage works hard and constant to keep our customers 100% satisfied while providing a pleasant business experience that will last a lifetime!",yellowpage,
Ids Global Inc,Public & Commercial Warehouses,(562) 445-4869,,,,,yellowpage,
Weastco Inc,Public & Commercial Warehouses,(530) 342-2163,,,,,yellowpage,
New Port Business Park,Public & Commercial Warehouses,(559) 549-6091,,,,,yellowpage,
Buttonwillow Warehouse Co,Public & Commercial Warehouses,(805) 772-3714,,http://techag.com/,,,yellowpage,
Xtra Room Mini Storage,"Storage Household & Commercial, Business Documents & Records-Storage & Management, Public & Commercial Warehouses",(909) 988-4073,,http://www.xtraroom.net/,,,yellowpage,
Six Rivers Warehouse,Public & Commercial Warehouses,(530) 841-1309,friends@sixriversbrewery.com,http://sixriversbrewery.com/menu,,,yellowpage,
The Warehouse Furniture,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(408) 213-7000,,,,"The Warehouse Furniture is a family owned and operated business that has earned a reputation for providing excellent furniture to Cathedral City since 1978. Our warehouse carries high quality bedroom furniture, dining furniture, mattresses, sectional sofas, reclining sofas, futons, entertainment centers, desks, day beds, contemporary furniture, bookcases, bunk beds and more. Our customers have come to rely on our modern furniture for their homes and businesses in Coachella Valley, Indio, Palm Desert, Palm Springs, Coachella, Rancho Mirage, Banning, Twentynine Palms, Desert Hot Springs and surrounding areas. We are proud to serve each of our customers with friendly and knowledgeable service.",yellowpage,
Santa Fe Self Storage,"Storage Household & Commercial, Public & Commercial Warehouses, Self Storage",(530) 926-3779,,https://www.sfssonline.com/contact,,"Since opening in 1989, we have focused on designing a low-cost storage solution for our community. Designed to meet your needs and budget, our facility is always clean, safe and easy to access. We are family owned and strive to be your friendly, knowledgeable neighborhood self storage facility. We are here to answer all your questions and help you decide what kind of space is right for you.",yellowpage,
Sofa Warehouse Inc,Public & Commercial Warehouses,(925) 427-7737,,,,,yellowpage,
Mt Whitney Mini Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(951) 296-5656,jeffdodds44@yahoo.com,http://www.mtwhitneyministorage.com/,,,yellowpage,
Williams Data Management,"Business Documents & Records-Storage & Management, Data Processing Service, Public & Commercial Warehouses",(209) 466-7997,contactus@williamsdatamanagement.com,http://williamsdatamanagement.com/,,,yellowpage,
Store Rite,"Storage Household & Commercial, Public & Commercial Warehouses",(831) 423-8463,,,,"Need a place to store your items when they're not in use? Hoping to find affordable rates on a clean, modern storage unit? Bring your things to Stor Rite and find all the conveniences and amenities you're looking for, secured in an easily accessible and handy location. From office equipment and business supplies to furniture and family heirlooms, we store it all! But more than that, we offer well-lit and secured units, easy access and very low rates. Come by and check out our family owned and operated facility today. You'll be impressed by the superior quality, accessibility and security that our units offer!",yellowpage,
Palm Springs Airport Self Storage,"Storage Household & Commercial, Movers, Public & Commercial Warehouses",(209) 524-4632,,https://www.palmspringsselfstorage.com/,,"Self storage facilities and locations in 92264 Palm Springs, CA. Reserve your Palm Springs, CA self-storage units online, view Palm Springs, CA self storage prices and reserve your mini storage units in Palm Springs, CA today. Find, compare & lease storage, portable storage, mini storage, boat storage, RV storage car / vehicle storage quickly and easily.",yellowpage,
Mission Valley Self Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(530) 310-0174,,http://www.aspselfstorage.com/,,"We offer many features that include: Month to Month Rentals; Ground Level Units; Oversized Driveways; RV and Boat Storage; RV/ Boat Wash Rack; Dump Station; Convenient Facility and Office Hours; Digital Keypad Access; Surveillance Cameras; On Site Managers; Boxes & Packing Supplies; Customer Referral Program; Free Truck Rental For Move In! (At some locations, subject to availability, some restrictions apply). Extended Gate Access Available. Competitive Prices. Digital Key Pad Gate Access-Most of our facilities offer digital key pad gate access. Each tenant is assigned their own personal security code to Enter and Exit the facility. This helps the store manager monitor who is accessing the facility. Alarm System-Most of our facilities have either a facility alarm or individual door alarms that help maintain the security of your stored property. Surveillance Cameras-Most of our facilities have security cameras that assist the management and staff in monitoring the facility. On Site Manager-Most of our facilities have a manager who lives on site. Lighting-All of our facilities are well lit for your convenience and security. 
 A Storage Place specializes in Residential and Commercial Storage. We pride ourselves in our superior customer service, our safe and convenient storage, and our friendly, knowledgeable staff. *These features are available at most of our facilities.",yellowpage,
Gallery Services,"Packing & Crating Service, Packaging Service, Public & Commercial Warehouses",(530) 622-4533,andersonreporting@yahoo.com,,,,yellowpage,
Econo Storage,"Storage Household & Commercial, Boat Storage, Movers & Full Service Storage",(626) 280-5702,,,,,yellowpage,
Clf Warehouse,Public & Commercial Warehouses,(530) 477-2071,edemeulle@clfwarehouse.com,http://www.clfwarehouse.com/,,,yellowpage,
Herwood Building Supplies,"Recreational Vehicles & Campers-Storage, Automobile Storage, Public & Commercial Warehouses",(209) 826-3486,,,,,yellowpage,
Brothers'furniture Warehouse,Public & Commercial Warehouses,(559) 447-1377,,,,,yellowpage,
Ohs Warehouse,Public & Commercial Warehouses,(619) 449-3600,,,,,yellowpage,
Quady Warehouse,Public & Commercial Warehouses,(510) 226-1717,,,,,yellowpage,
Thermal Energy Storage Inc.,Public & Commercial Warehouses,(916) 381-8200,ram@ramcogen.com,,,,yellowpage,
Golden Hills Mini Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(415) 454-1889,goldenhillsministorage@gmail.com,http://www.goldenhillsministorage.com/,,We are a general warehouse and storage facility. We have an onsite gatekeeper and offer 4 flexible sizes.,yellowpage,
Color Floors Direct,"Home Improvements, Designers-Industrial & Commercial, Hardwood Floors",(951) 652-5556,info@colorfloorsdirect.com,,,"Color Floors Direct is a laminate store offering design color laminate and borders that look great in bedrooms, office and light commercial use.",yellowpage,
Longfellow Self Storage,"Self Storage, Business Documents & Records-Storage & Management, Public & Commercial Warehouses",(310) 674-3000,,,,,yellowpage,
Vintage Court Mini Storage,"Movers & Full Service Storage, Public & Commercial Warehouses, Self Storage",(661) 822-3053,amyjomarks@yahoo.com,https://www.vintagecourtministorage.com/18100-c-vintage-court-middletown-ca-95461,,"Vintage Court Mini Storage in Middletown, CA, offers secure, affordable, and accessible self-storage solutions for personal, business, and household storage needs. Our facility features a variety of unit sizes, including drive-up storage units, making loading and unloading simple. Whether you need short-term storage for moving or long-term storage for furniture, business inventory, or seasonal items, we provide flexible month-to-month rentals with no long-term commitment. Conveniently located near Highway 29, our facility is equipped with 24/7 surveillance, electronic gated access, and well-lit grounds for added security. With online bill pay and excellent customer service, storing with us is simple and hassle-free.",yellowpage,
Ramona Mini Storage,"Storage Household & Commercial, Public & Commercial Warehouses, Recreational Vehicles & Campers-Storage",(310) 763-0440,,http://www.ramonaministoragechino.com/,,,yellowpage,
Scholls,Public & Commercial Warehouses,(408) 848-2898,,,,,yellowpage,
